TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Lake James,Mount Rainier Area,22,roundtrip,3450,,3,5,46.9949,-121.9123,7/30/18,11,https://www.wta.org/go-hiking/hikes/lake-james
Lake Janus and Grizzly Peak,Central Cascades,16.6,roundtrip,2525,5550,3.17,12,47.80233333,-121.0772333,10/7/20,121,https://www.wta.org/go-hiking/hikes/lake-janus-grizzly-peak
Lake Julius and Loch Eileen,Central Cascades,15.9,roundtrip,3815,5735,2.5,6,47.72828333,-120.8436667,10/6/20,33,https://www.wta.org/go-hiking/hikes/loch-eileen
Lake Kelcema Snowshoe,North Cascades,10,roundtrip,1600,3182,3,3,48.08487387,-121.5523052,3/4/21,82,https://www.wta.org/go-hiking/hikes/kelcema-lake-snowshoe
Lake Kulla Kulla,Snoqualmie Region,,,,,3,4,47.43284844,-121.522007,3/17/19,7,https://www.wta.org/go-hiking/hikes/lake-kulla-kulla
Lake LaCrosse,Olympic Peninsula,,,,,4,4,,,7/3/18,5,https://www.wta.org/go-hiking/hikes/lake-lacrosse
Lake Laura Backdoor,Snoqualmie Region,3,roundtrip,1000,4800,3,3,47.39055484,-121.3474442,10/4/20,74,https://www.wta.org/go-hiking/hikes/lake-laura-backdoor
Lake Lillian,Snoqualmie Region,9,roundtrip,2000,5300,3.22,9,47.36418333,-121.3581667,11/9/20,215,https://www.wta.org/go-hiking/hikes/lake-lillian
Lake Lois Habitat Reserve,Olympic Peninsula,0.25,roundtrip,,,0,0,47.0395359,-122.8004996,11/27/20,2,https://www.wta.org/go-hiking/hikes/lake-lois-habitat-reserve
Lake Margaret,Central Cascades,26.2,one-way,10800,7300,0,0,,,9/26/20,9,https://www.wta.org/go-hiking/hikes/lake-margaret
Lake Michael,Snoqualmie Region,,,,,3.5,4,,,9/5/20,8,https://www.wta.org/go-hiking/hikes/lake-michael
Lake Of The Pines,North Cascades,,,,,4.25,4,,,,0,https://www.wta.org/go-hiking/hikes/lake-of-the-pines
Lake Padden Park,Puget Sound and Islands,7.7,trails,400,800,4,5,48.70206425,-122.4530983,2/2/21,29,https://www.wta.org/go-hiking/hikes/lake-padden-park
Lake Philippa,Snoqualmie Region,,,,,3.5,2,,,5/24/14,11,https://www.wta.org/go-hiking/hikes/lake-philippa
Lake Roesiger,Puget Sound and Islands,,,,,0,0,47.97946797,-121.914277,3/17/19,3,https://www.wta.org/go-hiking/hikes/lake-roesiger
Lake Roosevelt National Recreation Area - Hawk Creek,Eastern Washington,4.5,roundtrip,900,,0,0,47.810894,-118.310364,5/11/20,9,https://www.wta.org/go-hiking/hikes/hawk-creek-lake-roosevelt-nra
Lake Sacajawea,Southwest Washington,3.5,roundtrip,,,3.75,4,46.12922465,-122.9427548,8/28/20,9,https://www.wta.org/go-hiking/hikes/lake-sacajawea
Lake Sally Ann,Central Cascades,,,2530,5528,1,1,47.918023,-121.087666,9/8/20,24,https://www.wta.org/go-hiking/hikes/lake-sally-ann
Lake Sammamish State Park,Puget Sound and Islands,1.5,trails,,,2,1,47.55900234,-122.0627174,1/7/21,11,https://www.wta.org/go-hiking/hikes/lake-sammamish-state-park
Lake Serene,Central Cascades,8.2,roundtrip,2000,2521,4.47,339,47.80904607,-121.5737978,3/27/21,2031,https://www.wta.org/go-hiking/hikes/lake-serene
Lake Stuart,Central Cascades,9,roundtrip,1665,5065,3.75,20,47.5277,-120.8209833,3/12/21,328,https://www.wta.org/go-hiking/hikes/lake-stuart
Lake Success,Olympic Peninsula,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/lake-success
Lake Susan Jane Snowshoe,Central Cascades,,,,,3.67,3,47.74684,-121.08844,11/21/20,9,https://www.wta.org/go-hiking/hikes/lake-susan-jane-snowshoe
Lake Swano Trail,Southwest Washington,0.6,roundtrip,100,50,0,0,46.95442203,-123.801477,2/9/20,1,https://www.wta.org/go-hiking/hikes/lake-swano-trail
Lake Sylvia State Park,Southwest Washington,5,trails,30,170,2.89,9,46.99735,-123.59405,11/29/20,34,https://www.wta.org/go-hiking/hikes/lake-sylvia-state-park
Lake Tye,Puget Sound and Islands,2,roundtrip,9,45,5,1,47.8625282,-122.0097828,2/20/21,11,https://www.wta.org/go-hiking/hikes/lake-tye
Lake Valhalla,Central Cascades,7,roundtrip,1500,5050,4.35,49,47.74791667,-121.0883,1/23/21,696,https://www.wta.org/go-hiking/hikes/lake-valhalla
Lake Valhalla Snowshoe,Central Cascades,13,roundtrip,1700,4800,4,3,47.78469886,-121.0342567,3/12/21,75,https://www.wta.org/go-hiking/hikes/lake-valhalla-snowshoe
Lake Vicente,Snoqualmie Region,,,,,3,4,47.53531237,-121.1378288,7/2/16,8,https://www.wta.org/go-hiking/hikes/lake-vicente
Lake Victoria,Central Cascades,,,,,0,0,47.6076157,-120.8497464,7/3/19,5,https://www.wta.org/go-hiking/hikes/lake-victoria
Lake Wapiki,South Cascades,7,roundtrip,100,5100,3.8,5,46.03034226,-121.6873598,8/25/20,15,https://www.wta.org/go-hiking/hikes/lake-wapiki
Lake Washington Ship Canal Waterside Trail,Puget Sound and Islands,0.5,one-way,,50,1,1,47.64642799,-122.3015374,1/18/21,2,https://www.wta.org/go-hiking/hikes/lake-washington-ship-canal-waterside-trail
Lake Wenatchee State Park,Central Cascades,4,trails,75,1800,3.17,6,47.8075983,-120.7261848,3/6/21,41,https://www.wta.org/go-hiking/hikes/lake-wenatchee-state-park-shore-trail
Lake West,Mount Rainier Area,,,,,3,4,,,6/1/19,2,https://www.wta.org/go-hiking/hikes/lake-west
Lake Whatcom Park - Chanterelle Trail,Puget Sound and Islands,4.8,roundtrip,1000,1314,4.17,6,48.73021581,-122.3090167,3/12/21,60,https://www.wta.org/go-hiking/hikes/lake-whatcom-park-chanterelle-trail
Lake Whatcom Park - Hertz Trail,Puget Sound and Islands,6.2,roundtrip,100,,3.5,8,48.73020682,-122.3090442,3/6/21,47,https://www.wta.org/go-hiking/hikes/lake-whatcom-park-hertz-trail
Lake Wilderness Park,Issaquah Alps,,,,,2,1,47.37987062,-122.0402527,2/20/21,6,https://www.wta.org/go-hiking/hikes/lake-wilderness-park
Lake Wynoochee East Shore Trail,Olympic Peninsula,6,roundtrip,800,930,0,0,47.38408408,-123.6057615,2/8/21,3,https://www.wta.org/go-hiking/hikes/lake-wynoochee-east-shore-trail
Lake Youngs Trail,Puget Sound and Islands,9.16,roundtrip,800,,0,0,47.43861063,-122.1194959,7/31/20,5,https://www.wta.org/go-hiking/hikes/lake-youngs
Lake of the Angels,Olympic Peninsula,7,roundtrip,3400,4950,4.54,24,47.5836,-123.2347167,1/18/21,253,https://www.wta.org/go-hiking/hikes/lake-of-the-angels
Lake to Lake Trail,Puget Sound and Islands,10,one-way,,,3.5,2,47.59351487,-122.1156425,2/28/21,8,https://www.wta.org/go-hiking/hikes/lake-to-lake-trail
Lakemont Park,Issaquah Alps,3,trails,,,2.5,2,47.55704855,-122.114082,12/17/20,8,https://www.wta.org/go-hiking/hikes/lakemont-park
Lakeridge Park,Puget Sound and Islands,1,roundtrip,144,220,3.5,2,47.50859396,-122.2482369,11/8/20,10,https://www.wta.org/go-hiking/hikes/lakeridge-park-dead-horse-canyon
Lakes Basin Loop,Eastern Washington,,,,,3,1,45.2809586,-117.212776,9/6/19,3,https://www.wta.org/go-hiking/hikes/lakes-basin-loop-eagle-cap-wilderness
Lakes Loop,Mount Rainier Area,5.25,roundtrip,1550,5800,3.86,7,46.78578833,-121.7371973,10/12/20,77,https://www.wta.org/go-hiking/hikes/lakes-trail
Lakes Trail,South Cascades,9,roundtrip,200,2700,3.42,12,46.2915,-122.2671167,3/27/21,100,https://www.wta.org/go-hiking/hikes/lakes-trail-1
Lakeview Ranch,Central Washington,5.3,roundtrip,450,1780,3.75,4,47.413833,-118.741233,3/8/20,5,https://www.wta.org/go-hiking/hikes/lakeview-ranch
Lamont Mountain,North Cascades,,,,8087,0,0,48.501223,-120.517311,7/1/17,1,https://www.wta.org/go-hiking/hikes/lamont-mountain
Langfield Falls,South Cascades,,,,,3.6,5,46.099,-121.720075,8/1/20,4,https://www.wta.org/go-hiking/hikes/langfield-falls
Langille Ridge Trail,South Cascades,,,,,2.5,2,46.36606139,-121.8458462,9/21/15,8,https://www.wta.org/go-hiking/hikes/langille-ridge-trail
Langus Riverfront Park,Puget Sound and Islands,3,roundtrip,,,2.33,3,48.0001929,-122.1755585,1/26/21,27,https://www.wta.org/go-hiking/hikes/langus-riverfront-park
Lanham Lake,Central Cascades,3.2,roundtrip,1140,4140,2.83,6,47.77163333,-121.0136333,10/31/20,48,https://www.wta.org/go-hiking/hikes/lanham-lake
Lanham Lake Snowshoe,Central Cascades,3.2,roundtrip,1100,4100,3.75,16,47.7726642,-121.0124789,3/26/21,130,https://www.wta.org/go-hiking/hikes/lanham-lake-snowshoe
Larch Creek,North Cascades,32.4,roundtrip,3300,7500,3.25,4,48.7825357,-120.3178768,8/8/20,17,https://www.wta.org/go-hiking/hikes/larch-creek
Larch Lake,Central Cascades,12,roundtrip,2450,6078,3.5,12,47.6903,-120.7629,10/17/20,39,https://www.wta.org/go-hiking/hikes/larch-lake
Larch Lakes (Entiat),Central Cascades,16,roundtrip,2600,5750,4,1,48.0238336,-120.6470033,8/12/20,47,https://www.wta.org/go-hiking/hikes/larch-lakes-entiat
Larch Mountain,Southwest Washington,14.4,roundtrip,4000,4050,4,1,45.5776,-122.117233,4/15/17,7,https://www.wta.org/go-hiking/hikes/larch-mountain
Larch Mountain (Silver Star),Southwest Washington,5.6,roundtrip,1150,3496,3.5,2,45.72143726,-122.2693348,9/20/20,10,https://www.wta.org/go-hiking/hikes/larch-mountain-silver-star
Larrabee State Park - Chuckanut Falls,Puget Sound and Islands,2.6,roundtrip,640,540,3.33,3,48.70050955,-122.4894603,12/28/20,47,https://www.wta.org/go-hiking/hikes/chuckanut-falls
Larrabee State Park - Chuckanut Ridge Trail,Puget Sound and Islands,10.4,roundtrip,,1900,4,3,48.7007643,-122.4892558,2/19/21,60,https://www.wta.org/go-hiking/hikes/chuckanut-ridge-trail
Larrabee State Park - Double Diamond Trail,Puget Sound and Islands,,,,,2,3,48.64881712,-122.4887609,7/26/20,28,https://www.wta.org/go-hiking/hikes/double-diamond-trail
Larrabee State Park - North Lost Lake Trail,Puget Sound and Islands,9.2,roundtrip,1100,,4,3,48.7007643,-122.4892558,3/20/21,57,https://www.wta.org/go-hiking/hikes/north-lost-lake-trail
Larrabee State Park - Rock Trail,Puget Sound and Islands,2.4,roundtrip,1200,1820,4.27,11,48.65382516,-122.4648885,2/27/21,128,https://www.wta.org/go-hiking/hikes/rock-trail
Larrabee State Park - South Lost Lake Trail,Puget Sound and Islands,9,roundtrip,1950,1650,3.29,7,48.6467538,-122.4625765,2/27/21,105,https://www.wta.org/go-hiking/hikes/south-lost-lake-trail
Larry Scott Trail,Olympic Peninsula,7.3,one-way,,,0,0,48.10573329,-122.7810895,2/9/21,3,https://www.wta.org/go-hiking/hikes/larry-scott-trail
Latourell Falls,Southwest Washington,3,roundtrip,540,600,3,5,45.538717,-122.2177,1/4/21,15,https://www.wta.org/go-hiking/hikes/latourell-falls
Lauretta Norene and Groth Nature Preserve,Southwest Washington,1.25,trails,15,291,0,0,45.72749846,-122.5697851,2/8/20,1,https://www.wta.org/go-hiking/hikes/groth-nature-preserve-lauretta-norene-forest-preserve
Lava Butte,South Cascades,3,roundtrip,1100,2400,3.17,6,45.94868333,-121.9352667,7/18/20,8,https://www.wta.org/go-hiking/hikes/lava-butte
Lava Canyon,South Cascades,5,roundtrip,1600,2800,3.94,18,46.1654,-122.08895,9/26/20,94,https://www.wta.org/go-hiking/hikes/lava-canyon
Layser Cave,South Cascades,0.25,roundtrip,100,2400,2.89,9,46.46150784,-121.8600351,12/21/20,23,https://www.wta.org/go-hiking/hikes/layser-cave
LeBar Horse Camp Trail,Olympic Peninsula,,,,,0,0,47.41691829,-123.3293899,5/24/20,4,https://www.wta.org/go-hiking/hikes/lebar-horse-camp-trail
Leadbetter Point State Park - Dune Forest Loop,Southwest Washington,2.9,roundtrip,60,35,1.8,5,46.60701667,-124.0438167,8/18/20,24,https://www.wta.org/go-hiking/hikes/leadbetter-point-state-park-dune-forest-loop
Leadbetter Point State Park - Martha Jordan Birding Trail,Southwest Washington,4,roundtrip,,15,0,0,46.59790049,-124.0398164,3/27/19,4,https://www.wta.org/go-hiking/hikes/leadbetter-point-state-park-hines-marsh
Lease Creek,North Cascades,,,,,2.25,4,,,,0,https://www.wta.org/go-hiking/hikes/lease-creek
Leecher Mountain Lookout,North Cascades,2.4,roundtrip,,5008,0,0,48.2508545,-120.0021493,7/28/20,15,https://www.wta.org/go-hiking/hikes/leecher-mountain-lookout
Leland Lake,Central Cascades,,,,,1.6,5,,,10/5/18,4,https://www.wta.org/go-hiking/hikes/leland-lake
Lemah Meadow,Snoqualmie Region,1,one-way,200,3250,3,4,47.462291,-121.2809809,8/14/20,16,https://www.wta.org/go-hiking/hikes/lemah-meadow
Lemei Lake,South Cascades,5,roundtrip,500,5100,2.8,5,46.0184285,-121.7748427,8/1/20,25,https://www.wta.org/go-hiking/hikes/lemei-lake
Lena Lake,Olympic Peninsula,7.2,roundtrip,1300,2000,4.14,79,47.59973333,-123.1511833,3/27/21,899,https://www.wta.org/go-hiking/hikes/lena-lake
Lena Lake - Valley of Silent Men Snowshoe,Olympic Peninsula,10,roundtrip,2000,2800,3.2,5,47.6008706,-123.1455854,2/6/21,14,https://www.wta.org/go-hiking/hikes/lena-lake-valley-of-silent-men-snowshoe
Lennox Creek (Dog Mountain),Snoqualmie Region,9,roundtrip,3800,5408,3,1,47.63647401,-121.5233628,12/5/20,62,https://www.wta.org/go-hiking/hikes/lennox-creek-dog-mountain
Lenore Lake Caves,Central Washington,1.5,roundtrip,200,1300,3.57,7,47.51737324,-119.4937698,3/27/21,68,https://www.wta.org/go-hiking/hikes/lenore-lake-caves
Leque Island - Stanwood Levee Trail,Puget Sound and Islands,1.4,roundtrip,,15,5,1,48.23085591,-122.3823436,3/14/21,72,https://www.wta.org/go-hiking/hikes/stanwood-levee-trail
Leroy Creek High Route,Central Cascades,,,,,2.71,7,48.06864483,-120.8413482,10/3/20,70,https://www.wta.org/go-hiking/hikes/leroy-creek-high-route
Les Hilde Trail System,Puget Sound and Islands,,,,,1,1,,,8/12/19,2,https://www.wta.org/go-hiking/hikes/les-hilde-trail-system
Lesamiz,North Cascades,,,,,1.75,4,,,8/15/15,7,https://www.wta.org/go-hiking/hikes/lesamiz
Leschi Park,Puget Sound and Islands,0.5,trails,150,200,0,0,47.600747,-122.285608,5/9/20,2,https://www.wta.org/go-hiking/hikes/leschi-park
Lester Ghost Town,Snoqualmie Region,,,,,5,2,47.21784097,-121.4554854,6/1/18,33,https://www.wta.org/go-hiking/hikes/lester-ghost-town
Lewis Butte,North Cascades,5,roundtrip,900,3346,4,3,48.5070732,-120.2196567,3/26/21,38,https://www.wta.org/go-hiking/hikes/lewis-butte
Lewis Creek Park,Issaquah Alps,2.3,trails,,,0,0,47.550727,-122.125709,12/17/20,3,https://www.wta.org/go-hiking/hikes/lewis-creek-park
Lewis Creek Trail - Bellevue,Issaquah Alps,,,,,3.5,2,47.55082196,-122.1255602,12/17/20,8,https://www.wta.org/go-hiking/hikes/lewis-creek-trail-bellevue
Lewis Lake,North Cascades,7,roundtrip,1800,6000,3.86,7,,,10/5/20,45,https://www.wta.org/go-hiking/hikes/lewis-lake
Lewis Peak,North Cascades,,,,5608,0,0,48.00543,-121.46279,9/11/16,1,https://www.wta.org/go-hiking/hikes/lewis-peak
Lewis River Falls,Southwest Washington,8.8,roundtrip,450,1300,4.38,13,46.10215,-121.9064833,12/21/20,117,https://www.wta.org/go-hiking/hikes/lewis-river-falls
Lewis and Clark Discovery Trail,Southwest Washington,7,one-way,15,45,0,0,46.304427,-124.0636558,7/20/20,10,https://www.wta.org/go-hiking/hikes/ilwaco-long-beach-discovery-trail
Lewis and Clark State Park,Southwest Washington,2,roundtrip,125,525,4,1,46.52210507,-122.81404,1/9/21,3,https://www.wta.org/go-hiking/hikes/lewis-and-clark-state-park
Lewis and Clark Trail State Park,Eastern Washington,0.8,roundtrip,10,1400,3,1,46.2896,-118.07135,4/1/17,1,https://www.wta.org/go-hiking/hikes/lewis-and-clark-trail-state-park
Lewisville Regional Park,Southwest Washington,2.8,one-way,,,0,0,45.818985,-122.545152,5/10/18,2,https://www.wta.org/go-hiking/hikes/lewisville-regional-park
Libby Lake,North Cascades,10.2,roundtrip,3210,7640,3.38,8,48.27593333,-120.2900333,9/11/20,33,https://www.wta.org/go-hiking/hikes/libby-lake
Liberty Ghost Town,Central Cascades,1,roundtrip,50,2682,1,1,47.25298589,-120.6701931,6/27/20,5,https://www.wta.org/go-hiking/hikes/liberty-ghost-town
Liberty Lake Regional Park - Liberty Lake Loop Trail,Eastern Washington,8.4,roundtrip,1500,3280,0,0,47.63696974,-117.0609347,3/27/21,31,https://www.wta.org/go-hiking/hikes/liberty-lake-loop-trail
Liberty Lake Regional Park - Split Creek Loop,Eastern Washington,4.06,roundtrip,,,4,3,47.63113084,-117.0586213,2/2/20,33,https://www.wta.org/go-hiking/hikes/split-creek-trail
Lichtenberg Mountain,Central Cascades,,,,,5,1,47.79888675,-121.0650873,6/17/20,21,https://www.wta.org/go-hiking/hikes/lichtenberg-mountain
Lichtenwasser Lake Snowshoe,Central Cascades,,,,,3,1,47.7844685,-121.0323396,12/26/20,13,https://www.wta.org/go-hiking/hikes/lichtenwasser-lake-snowshoe
Licorice Fern Trail,Issaquah Alps,3.8,roundtrip,200,700,3.4,10,47.50278114,-122.1119468,3/22/21,121,https://www.wta.org/go-hiking/hikes/licorice-fern
Lighthouse Marine Park,Puget Sound and Islands,,,,,0,0,48.9734079,-123.0816182,11/2/19,2,https://www.wta.org/go-hiking/hikes/lighthouse-marine-park
Lighting Creek Trail,North Cascades,,,,,0,0,,,5/15/13,1,https://www.wta.org/go-hiking/hikes/lighting-creek-trail
Lightning Creek,North Cascades,,,,,4.25,4,,,8/7/20,15,https://www.wta.org/go-hiking/hikes/lightning-creek
Lightning Peak,Olympic Peninsula,8,roundtrip,4100,4654,0,0,47.491205,-123.348773,1/17/21,7,https://www.wta.org/go-hiking/hikes/lightning-peak
Lightning Point,South Cascades,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/lightning-point
Lila Lake,Snoqualmie Region,11,roundtrip,2800,5400,4.73,22,47.40077589,-121.2836079,10/3/20,150,https://www.wta.org/go-hiking/hikes/lila-lake
Lillian Ridge,Olympic Peninsula,4,roundtrip,200,6100,4,6,47.91797878,-123.3821297,8/11/20,54,https://www.wta.org/go-hiking/hikes/lillian-ridge
Lillian River,Olympic Peninsula,19.2,roundtrip,1200,2400,3.25,4,47.96828381,-123.5828727,4/19/20,5,https://www.wta.org/go-hiking/hikes/lillian-river
Lily Basin Horse,South Cascades,,,,,2.5,4,,,9/4/20,1,https://www.wta.org/go-hiking/hikes/lilly-basin-horse
Lily Lake,South Cascades,2.8,roundtrip,150,3660,2.22,9,46.65553333,-121.4861833,2/24/21,19,https://www.wta.org/go-hiking/hikes/clear-fork-to-lily-lake
Lily Lake Loop,Puget Sound and Islands,5.5,roundtrip,1360,2025,2.83,6,48.6096695,-122.4259222,3/14/21,51,https://www.wta.org/go-hiking/hikes/lily-lake-loop
Lily Point Marine Park and Reserve,Puget Sound and Islands,1.5,roundtrip,,,0,0,48.97652928,-123.0616077,6/1/14,1,https://www.wta.org/go-hiking/hikes/lily-point-marine-park-and-reserve
Lily and Lizard Lake Loop,Puget Sound and Islands,7.15,roundtrip,1400,2120,3.78,9,48.61699503,-122.3857856,3/23/21,207,https://www.wta.org/go-hiking/hikes/lily-lizard-lake-loop
Lime Kiln State Park,Puget Sound and Islands,1.35,roundtrip,276,207,4,4,48.51554826,-123.149168,2/5/21,25,https://www.wta.org/go-hiking/hikes/lime-kiln-state-park
Lime Kiln Trail,North Cascades,7,roundtrip,625,750,3.61,79,48.07736667,-121.9324667,3/26/21,751,https://www.wta.org/go-hiking/hikes/lime-kiln
Lincoln Park,Puget Sound and Islands,1.85,roundtrip,160,160,4.17,6,47.5314898,-122.3926968,8/28/20,27,https://www.wta.org/go-hiking/hikes/lincoln-park
Lingering Trail,Issaquah Alps,1,roundtrip,400,1250,2,2,47.5303687,-121.9436016,2/10/21,52,https://www.wta.org/go-hiking/hikes/lingering-trail
Lion Rock,Central Cascades,,,,6360,3.8,5,,,7/24/20,12,https://www.wta.org/go-hiking/hikes/lion-rock
Little Annapurna,Central Cascades,7.3,one-way,5018,8440,5,2,47.52798152,-120.8206844,11/8/20,71,https://www.wta.org/go-hiking/hikes/little-annapurna
Little Bald Mountain,Mount Rainier Area,12.6,roundtrip,2185,4602,2.67,3,46.98152656,-121.1205597,6/26/20,8,https://www.wta.org/go-hiking/hikes/little-bald-mountain
Little Beaver Creek,North Cascades,,,,,2.2,5,,,7/17/20,17,https://www.wta.org/go-hiking/hikes/little-beaver-creek
Little Boulder,North Cascades,,,,,3.67,3,,,,0,https://www.wta.org/go-hiking/hikes/little-boulder
Little Bridge Creek,Central Cascades,,,,,4.25,4,,,9/26/00,1,https://www.wta.org/go-hiking/hikes/little-bridge-creek
Little Buck,South Cascades,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/little-buck
Little Bulger Peak,Snoqualmie Region,,,,,2.25,4,,,9/10/08,1,https://www.wta.org/go-hiking/hikes/little-bulger-peak
Little Creek Basin,South Cascades,,,,,2,4,,,,0,https://www.wta.org/go-hiking/hikes/little-creek-basin
Little Creek Trail,Issaquah Alps,1.2,roundtrip,315,900,0,0,47.53546016,-122.1287268,3/14/21,8,https://www.wta.org/go-hiking/hikes/little-creek
Little Giant Pass,Central Cascades,10,roundtrip,4000,6409,4.09,11,48.02583333,-120.8286,10/7/20,111,https://www.wta.org/go-hiking/hikes/little-giant
Little Huckleberry Mountain,Southwest Washington,5,roundtrip,1800,4781,3.7,10,45.9042463,-121.7063385,11/8/20,26,https://www.wta.org/go-hiking/hikes/little-huckleberry
Little Jack Mountain,North Cascades,13.6,roundtrip,3935,5896,3.33,3,48.7055,-120.9608,9/5/20,11,https://www.wta.org/go-hiking/hikes/little-jack-mountain
Little Joe Lake,Snoqualmie Region,6.6,roundtrip,,,0,0,,,7/19/20,17,https://www.wta.org/go-hiking/hikes/joe-lake
Little Kachess,Snoqualmie Region,,,,,3,5,47.35929251,-121.2485504,12/29/19,22,https://www.wta.org/go-hiking/hikes/little-kachess
Little Mashel Falls -  Bud Blancher Trail,Mount Rainier Area,4.5,roundtrip,500,1100,4.83,6,46.864669,-122.25757,3/28/21,138,https://www.wta.org/go-hiking/hikes/little-mashel-falls-bud-blancher-trail
Little Mashel Falls - Pack Forest,Puget Sound and Islands,5,roundtrip,500,1100,4.03,29,46.84362338,-122.3122287,3/26/21,251,https://www.wta.org/go-hiking/hikes/little-mashel-falls
Little Mason Lake,Snoqualmie Region,,,,,0,0,47.42420992,-121.5827206,11/8/20,27,https://www.wta.org/go-hiking/hikes/little-mason-lake
Little Mountain Park - Bonnie and Clyde Loop,Puget Sound and Islands,1.6,roundtrip,300,934,3.5,8,48.39847564,-122.3027886,2/9/21,66,https://www.wta.org/go-hiking/hikes/little-mountain-park-bonnie-and-clyde-loop
